file,approved_sha256,current_sha256,status
stg_site_disturbance.csv,D2346CFF1BF1364A8746085F221C7ED08A668D1EAE5665627BCB25C3FA88D33C,D2346CFF1BF1364A8746085F221C7ED08A668D1EAE5665627BCB25C3FA88D33C,pass
stg_site_invasive.csv,924E27ACA0B8D1EC6C4481E98C6CD03F38E54E5066871D24840BEB8C0F33387D,924E27ACA0B8D1EC6C4481E98C6CD03F38E54E5066871D24840BEB8C0F33387D,pass
stg_site_ref_ecosystem.csv,70A916E84852186F5CF6D83F1695AE021432143C1B9089D8F7C478E2AF02C916,70A916E84852186F5CF6D83F1695AE021432143C1B9089D8F7C478E2AF02C916,pass
stg_site_soil.csv,90335B417A3B6C6A028DF8BCA8D2331E6AD8D5F0D2C82701D651C8A022CB6709,90335B417A3B6C6A028DF8BCA8D2331E6AD8D5F0D2C82701D651C8A022CB6709,pass
stg_treatment.csv,F3028A769BDF35947EF19E804E81A602745E094D8D6E427085AEB0A3F92EA37B,F3028A769BDF35947EF19E804E81A602745E094D8D6E427085AEB0A3F92EA37B,pass
stg_treatment_application.csv,67AA459D400FBD4CC35724D04C4A3C9D390E677CC59DD4AB456ACE75317BA6D7,67AA459D400FBD4CC35724D04C4A3C9D390E677CC59DD4AB456ACE75317BA6D7,pass
stg_treatment_cover_crop.csv,ED0429F6E6A5E54A31B67E2BB16B141A04741C2F5C61954B887D1165E0801555,ED0429F6E6A5E54A31B67E2BB16B141A04741C2F5C61954B887D1165E0801555,pass
stg_treatment_erosion.csv,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,pass
stg_treatment_fertilization.csv,F5AFC08750772358D6F802BA2AD4A6C52653281874F5CE5EF8F0A66214F00C4E,F5AFC08750772358D6F802BA2AD4A6C52653281874F5CE5EF8F0A66214F00C4E,pass
stg_treatment_grazer.csv,518D865A8FFE4C4C2BE9585D02D230F2013DBA0199FEDA201481B2A694FC163E,518D865A8FFE4C4C2BE9585D02D230F2013DBA0199FEDA201481B2A694FC163E,pass
stg_treatment_herbicide.csv,EA22E84BFA5D288263AF65FD678CEB09ABAD4C500EF910B82E4239276AF38665,EA22E84BFA5D288263AF65FD678CEB09ABAD4C500EF910B82E4239276AF38665,pass
stg_treatment_invasion.csv,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,pass
stg_treatment_irrigation.csv,F5AFC08750772358D6F802BA2AD4A6C52653281874F5CE5EF8F0A66214F00C4E,F5AFC08750772358D6F802BA2AD4A6C52653281874F5CE5EF8F0A66214F00C4E,pass
stg_treatment_material.csv,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,pass
stg_treatment_medium.csv,43EF56E2A7846D840F4506CD6D3AF50106350D684BF9D158C1C9F161F26659A6,43EF56E2A7846D840F4506CD6D3AF50106350D684BF9D158C1C9F161F26659A6,pass
stg_treatment_mowing.csv,922C90CCDBECE1FCCC4C9B9F915B6A5E9663EC6FE16A2D0CB6B934B5B39B460C,922C90CCDBECE1FCCC4C9B9F915B6A5E9663EC6FE16A2D0CB6B934B5B39B460C,pass
stg_treatment_prep.csv,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,pass
stg_veg_result.csv,5B01FEBD5494ED69A60F8ABE4423CB20284BCDDC2B8C602742C5AEE4368F9A5A,5B01FEBD5494ED69A60F8ABE4423CB20284BCDDC2B8C602742C5AEE4368F9A5A,pass
